E(MeV)  pendfb7/U235:2
2.37111779e-05  13.9398387
2.37356121e-05  13.9065602
2.37634921e-05  13.8016492
2.37948179e-05  13.6133992
2.38512043e-05  13.1700537
2.39984357e-05  11.9034515
2.40770641e-05  11.1850346
2.41031151e-05  10.9933985
2.41333378e-05  10.8837972
2.41484492e-05  10.8986897
2.41635606e-05  10.9714106
2.4178672e-05  11.1061057
2.41927759e-05  11.2867774
2.42094992e-05  11.5614099
2.4265915e-05  12.6905018
2.42874739e-05  13.0518842
2.4306615e-05  13.2821731
2.43242449e-05  13.4082748
2.43469119e-05  13.4547171
2.43670604e-05  13.4063668
2.43872089e-05  13.2997611
2.44827255e-05  12.6153652
2.45314372e-05  12.3455321
2.46045048e-05  12.0458684
2.46775723e-05  11.8186561
2.4813965e-05  11.4891859
2.49516242e-05  11.2391204
2.51159774e-05  11.034363
2.52704851e-05  10.9235556
2.53333072e-05  10.9538197
2.53915003e-05  11.0433938
2.54729509e-05  11.2567796
2.56815772e-05  12.0335411
2.57376473e-05  12.194303
2.58069103e-05  12.2721397
2.58526734e-05  12.2389293
2.58984364e-05  12.1437045
2.59495591e-05  11.9785342
2.60114011e-05  11.721313
2.62366281e-05  10.6203233
2.62811223e-05  10.4511552
2.63361054e-05  10.3551267
2.63666211e-05  10.3889766
2.63899889e-05  10.4682282
2.64141815e-05  10.6007633
2.64513501e-05  10.8903682
2.65221082e-05  11.5392739
2.65553592e-05  11.7788251
2.65825646e-05  11.9120825
2.660977e-05  11.986985
2.66436256e-05  12.0108371
2.66931999e-05  11.9536509
2.70254944e-05  11.1351041
2.71039976e-05  11.0631478
2.72009422e-05  11.1185843
2.72358617e-05  11.1014345
2.72847002e-05  11.0120409
2.73562441e-05  10.7908041
2.74599473e-05  10.3924411
2.7593819e-05  9.74846934
2.76196933e-05  9.65940608
2.76421927e-05  9.62935796
2.76626672e-05  9.65896021
2.76811168e-05  9.74472724
2.76959664e-05  9.85989192
2.77128409e-05  10.0426825
2.77299405e-05  10.2816688
2.77515399e-05  10.647789
2.78091384e-05  11.7431692
2.78341128e-05  12.140041
2.78514374e-05  12.3518209
2.7869437e-05  12.5085888
2.78894654e-05  12.6073222
2.79087657e-05  12.6341757
2.79341826e-05  12.587695
2.79690756e-05  12.4252775
2.80758005e-05  11.7758414
2.81304086e-05  11.5078021
2.81858413e-05  11.3048595
2.82227965e-05  11.2166107
2.82676705e-05  11.1776823
2.82993463e-05  11.2029248
2.84110025e-05  11.4865333
2.84590636e-05  11.5356409
2.85012225e-05  11.4964241
2.86306596e-05  11.2205106
2.88417723e-05  10.9981156
2.9225082e-05  10.4248886
2.93635818e-05  10.1755419
2.94739488e-05  9.91470882
2.95241183e-05  9.84772531
2.95554484e-05  9.87615152
2.95817469e-05  9.95806666
2.96185894e-05  10.1549378
2.96765085e-05  10.5210065
2.97053851e-05  10.6456866
2.97385765e-05  10.7011559
2.97701084e-05  10.6721266
2.98995551e-05  10.2687828
2.9993223e-05  10.0391915
3.02043492e-05  9.61372678
3.03071915e-05  9.36822396
3.04281823e-05  9.02976313
3.0473554e-05  8.94503345
3.05083388e-05  8.92745745
3.06260024e-05  9.04308495
3.07140233e-05  8.95231408
3.07378434e-05  8.98614117
3.07535803e-05  9.05569453
3.07691741e-05  9.17184329
3.07836481e-05  9.32607435
3.08036796e-05  9.61322625
3.08214854e-05  9.93101029
3.08773957e-05  11.0664288
3.08982286e-05  11.4186189
3.09122952e-05  11.6020742
3.0930101e-05  11.7595061
3.09568098e-05  11.8340259
3.09746156e-05  11.7865365
3.09999889e-05  11.618127
3.10914418e-05  10.709297
